"budget","id","original_language","original_title","overview","popularity","release_date","revenue","runtime","status","title","vote_average","vote_count"
"16000000","17414","en","Dunston Checks In","Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!","4.814825","1/12/1996","0","88","Released","Dunston Checks In","5.1","59"
"0","13997","en","Black Sheep","When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.","8.963037","2/1/1996","32","87","Released","Black Sheep","6","124"
"8169363","2086","en","Nick of Time","Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.","6.848591","11/22/1995","8175346","90","Released","Nick of Time","6.1","190"
"0","61548","en","The Journey of August King","The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.","0.411424","9/14/1995","0","91","Released","The Journey of August King","6.7","3"
"47000000","9095","en","Mary Reilly","A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.","12.866139","2/23/1996","12379402","104","Released","Mary Reilly","5.7","77"
"14000000","12158","en","Vampire in Brooklyn","Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.","9.071127","10/26/1995","19800000","100","Released","Vampire in Brooklyn","4.5","113"
"0","9283","en","Beautiful Girls","During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.","4.670562","2/9/1996","0","112","Released","Beautiful Girls","6.6","103"
"50000000","9208","en","Broken Arrow","When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","14.957626","2/9/1996","150270147","108","Released","Broken Arrow","5.7","459"
"0","40154","en","A Midwinter's Tale","Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.","0.513391","12/1/1995","0","99","Released","A Midwinter's Tale","7.5","6"
"3000000","406","fr","La Haine","Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.","12.108196","5/31/1995","0","98","Released","La Haine","7.9","695"
"0","45549","en","Shopping","A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.","2.657647","12/6/1994","0","105","Released","Shopping","5.6","13"
"0","63076","en","Heidi Fleiss: Hollywood Madam","A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.","0.638211","12/27/1995","0","106","Released","Heidi Fleiss: Hollywood Madam","6.8","4"
"0","11062","en","City Hall","The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.","4.807223","2/16/1996","0","111","Released","City Hall","6","67"
"7000000","13685","en","Bottle Rocket","Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","6.904831","2/21/1996","560069","91","Released","Bottle Rocket","6.8","285"
"0","47475","en","Mr. Wrong","A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.","3.329264","2/16/1996","0","96","Released","Mr. Wrong","3.3","16"
"18000000","2045","en","Unforgettable","Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.","2.464425","2/23/1996","0","106","Released","Unforgettable","5.3","22"
